minute,gold_diff,xp_diff,level_diff,kills_diff,dragons_diff,barons_diff,towers_diff,inhibs_diff,cs_diff,blue_team_won
8,1252,-389,0,4,1,0,0,0,-27,0
9,-117,-536,-1,1,1,0,0,0,-19,0
10,-233,-647,-1,1,1,0,0,0,-28,0
11,-449,-1252,-3,0,1,0,0,0,-38,0
12,-789,-1113,-1,0,1,0,0,0,-45,0
13,287,-209,-1,3,1,0,0,0,-50,0
14,-908,-1466,-2,3,0,0,-1,0,-71,0
15,-544,-429,-2,3,0,0,-1,0,-48,0
16,-137,-736,-1,4,0,0,-1,0,-63,0
17,-476,-674,0,4,0,0,-2,0,-58,0
18,-583,-1335,0,5,0,0,-2,0,-64,0
19,-1318,-2105,-2,4,0,0,-2,0,-83,0
20,-986,-859,-1,4,-1,0,-2,0,-72,0
21,-2739,-3006,0,1,-1,0,-3,0,-82,0
22,-2511,-6043,-4,1,-1,0,-2,0,-88,0
23,-6225,-9640,-8,-3,-1,0,-4,0,-104,0
24,-5689,-6793,-5,-3,-1,0,-4,0,-81,0
25,-5865,-8720,-5,-3,-2,0,-4,0,-117,0
26,-8787,-13736,-8,-6,-2,-1,-4,0,-121,0
27,-10004,-14631,-10,-7,-2,-1,-5,0,-132,0
28,-12811,-17886,-10,-11,-2,-1,-7,-1,-141,0
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,-51,-135,0,0,0,0,0,0,-3,1
3,173,-424,-2,1,0,0,0,0,-19,1
4,-250,-950,-2,1,0,0,0,0,-34,1
5,691,-230,1,2,0,0,0,0,-20,1
6,612,-188,-1,2,0,0,0,0,-22,1
7,285,-17,-1,1,0,0,0,0,-12,1
8,223,-218,0,1,0,0,0,0,-13,1
9,536,-284,0,2,0,0,0,0,-20,1
10,668,618,0,3,0,0,0,0,-17,1
11,2143,2445,2,5,0,0,0,0,8,1
12,2417,2626,3,6,0,0,0,0,5,1
13,2414,2314,3,7,1,0,0,0,-5,1
14,2960,2908,4,8,1,0,0,0,12,1
15,3612,3403,4,10,1,0,0,0,9,1
16,3585,3813,4,10,1,0,0,0,11,1
17,4103,4998,5,11,1,0,0,0,19,1
18,4906,6934,7,13,1,0,0,0,30,1
19,3055,3972,3,10,2,0,2,0,15,1
20,2284,3075,2,9,2,0,2,0,11,1
21,2450,3033,4,9,2,0,2,0,13,1
22,3243,7396,6,10,2,0,2,0,27,1
23,2307,6726,5,10,2,0,1,0,10,1
24,2348,7132,6,11,3,0,1,0,-1,1
25,3516,7105,5,12,3,0,2,0,-5,1
26,3156,4538,4,14,3,-1,1,0,-10,1
27,2988,4792,5,14,3,-1,1,0,-15,1
28,3416,5872,4,15,3,-1,1,0,-11,1
29,4840,7745,6,18,3,-1,1,0,-17,1
30,6370,8730,6,18,4,-1,3,2,3,1
31,6729,9496,5,19,4,-1,3,2,15,1
32,6406,8193,6,19,4,-1,3,2,3,1
33,8760,13866,6,21,4,0,5,2,3,1
34,8924,14227,6,21,4,0,5,2,7,1
0,0,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,1
2,9,-94,0,0,0,0,0,0,-2,1
3,-113,-27,0,0,0,0,0,0,2,1
4,411,564,1,1,0,0,0,0,2,1
5,226,-155,-1,1,0,0,0,0,-6,1
6,109,-509,-1,1,0,0,0,0,-10,1
7,420,321,0,1,0,0,0,0,-1,1
8,774,705,1,2,0,0,0,0,2,1
9,12,-113,0,1,0,0,0,0,-14,1
10,58,-67,0,1,0,0,0,0,-6,1
11,-118,-1148,-1,1,0,0,0,0,-19,1
12,-1093,-2052,-1,-1,0,0,0,0,-21,1
13,170,-682,0,0,0,0,0,0,-7,1
14,770,-467,1,1,1,0,0,0,-9,1
15,1074,-71,-2,2,1,0,0,0,-5,1
16,1797,-588,1,3,1,0,1,0,-8,1
17,1340,-1701,-2,2,1,0,1,0,-17,1
18,1949,-1483,-1,2,1,0,2,0,-15,1
19,2263,-765,1,3,1,0,2,0,-9,1
20,1686,-555,0,3,2,0,1,0,-8,1
21,-658,-2561,-1,1,2,0,0,0,-24,1
22,773,1577,3,4,2,0,0,0,-32,1
23,747,2082,2,4,2,0,0,0,-32,1
24,1418,1146,1,4,2,0,1,0,-46,1
25,-228,597,1,4,3,0,-1,0,-60,1
26,-138,510,0,4,3,0,-1,0,-59,1
27,256,261,1,3,3,0,0,0,-53,1
28,356,442,1,4,3,0,0,1,-59,1
29,992,1396,1,6,3,0,0,1,-77,1
30,-661,-1569,-1,5,2,0,0,1,-101,1
31,557,1214,1,5,2,1,0,1,-110,1
32,-168,454,1,5,2,1,0,1,-130,1
33,999,3175,1,6,2,1,0,1,-97,1
34,224,3474,1,7,2,1,0,1,-112,1
35,-354,2300,-1,7,2,1,0,1,-135,1
36,3525,7723,1,11,2,1,3,2,-121,1
37,3525,7723,1,11,2,1,3,2,-121,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,12,-82,0,0,0,0,0,0,-1,0
3,155,396,0,0,0,0,0,0,8,0
4,820,649,0,1,0,0,0,0,15,0
5,694,533,2,1,0,0,0,0,9,0
6,1595,1223,3,3,0,0,0,0,18,0
7,2058,1288,2,5,0,0,0,0,20,0
8,2571,1344,0,6,0,0,0,0,16,0
9,872,1296,1,3,0,0,0,0,22,0
10,-119,282,-1,2,-1,0,-1,0,11,0
11,-1251,-1103,-2,1,-1,0,-1,0,-7,0
12,-2625,-1830,-1,0,-1,0,-2,0,-4,0
13,-5094,-3204,-4,-2,-1,0,-3,0,-12,0
14,-4098,-2841,-3,-2,-1,0,-3,0,-5,0
15,-3912,-1189,-2,-2,-1,0,-4,0,30,0
16,-3510,-2160,-1,-2,-2,0,-3,0,23,0
17,-5277,-2008,-2,-4,-2,0,-5,0,35,0
18,-4568,-2430,-1,-4,-2,0,-4,0,18,0
19,-4078,-864,0,-3,-2,0,-5,-1,24,0
20,-4489,102,-1,-5,-2,0,-5,-1,40,0
21,-4761,443,0,-5,-2,0,-6,-2,52,0
22,-4314,-1929,-1,-5,-3,0,-6,-2,72,0
23,-3562,-2076,-1,-6,-3,0,-6,-2,81,0
24,-3497,-1960,-1,-7,-3,0,-6,-2,88,0
25,-3717,-814,1,-7,-3,0,-7,-2,104,0
26,-3835,-1031,-2,-9,-3,0,-7,-2,127,0
27,-7050,-8172,-7,-12,-4,-1,-7,-2,121,0
28,-8557,-10071,-7,-13,-4,-1,-9,-4,109,0
0,0,0,0,0,0,0,0,0,0,1
1,-5,0,0,0,0,0,0,0,0,1
2,33,47,0,0,0,0,0,0,0,1
3,176,180,0,0,0,0,0,0,3,1
4,50,2,0,0,0,0,0,0,-6,1
5,-128,-339,0,0,0,0,0,0,-11,1
6,-1226,-610,-2,-2,0,0,0,0,-14,1
7,-1593,-465,0,-3,0,0,0,0,-9,1
8,-1491,-713,-2,-3,0,0,0,0,-16,1
9,-2081,-698,0,-4,0,0,0,0,-10,1
10,-2385,-955,-1,-5,1,0,0,0,-12,1
11,-2401,-1126,-1,-5,1,0,0,0,-19,1
12,-3022,-1526,-1,-6,1,0,0,0,-22,1
13,-3744,-1561,-3,-6,1,0,-1,0,-27,1
14,-3784,-1223,-1,-7,1,0,-1,0,-21,1
15,-2025,-75,-1,-5,1,0,-1,0,-12,1
16,-3005,-1846,-2,-6,0,0,-1,0,-42,1
17,-3092,-1986,-1,-7,0,0,0,0,-41,1
18,-4113,-2989,-1,-6,0,0,-2,0,-58,1
19,-1899,-1678,-2,-3,0,0,-1,0,-60,1
20,-2021,-494,0,-3,0,0,-2,0,-47,1
21,-1726,-570,-1,-4,-1,0,-1,0,-30,1
22,-2035,-3990,-4,-4,-1,0,-1,0,-38,1
23,-852,-2951,-1,-2,-1,0,-1,0,-38,1
24,2,-1940,-1,-1,-1,0,-1,0,-34,1
25,470,-2459,-1,-1,-1,0,-1,0,-42,1
26,-1679,-6148,-2,-4,-1,0,-1,0,-60,1
27,1997,784,1,-1,-1,1,-1,0,-40,1
28,2215,633,0,-2,0,1,0,0,-30,1
29,2576,2412,1,-2,0,1,0,0,-7,1
30,3322,1629,2,-2,0,1,1,0,-6,1
31,3894,2724,-1,-1,0,1,1,0,-9,1
32,4209,3362,0,-1,0,1,1,0,8,1
33,5488,4804,2,1,0,1,2,1,15,1
34,7905,7882,4,5,1,1,4,1,17,1
35,7957,7882,4,5,1,1,4,1,17,1
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,-534,-429,-1,-1,0,0,0,0,-11,1
3,-582,-282,-1,-1,0,0,0,0,-15,1
4,-1667,-192,-1,-3,0,0,0,0,-23,1
5,-1970,-909,0,-3,0,0,0,0,-33,1
6,-2504,-1244,-1,-3,0,0,0,0,-53,1
7,-2325,-819,0,-2,0,0,0,0,-60,1
8,-1217,-98,-1,1,0,0,0,0,-67,1
9,-1520,273,2,0,-1,0,0,0,-74,1
10,-628,933,0,2,-1,0,0,0,-74,1
11,385,1529,1,4,-1,0,0,0,-78,1
12,-158,2394,1,5,-1,0,-1,0,-82,1
13,960,3081,4,5,-1,0,0,0,-69,1
14,13,1810,2,4,-1,0,0,0,-81,1
15,380,1682,1,5,-1,0,0,0,-77,1
16,787,3013,1,7,-1,0,-1,0,-69,1
17,1987,4062,3,9,-1,0,-1,0,-68,1
18,1856,3355,3,9,-2,0,-1,0,-78,1
19,2973,2270,2,10,-2,0,1,0,-96,1
20,2908,2645,4,11,-2,0,0,0,-87,1
21,3575,5378,4,14,-2,0,0,0,-73,1
22,3911,7906,5,14,-2,0,0,0,-86,1
23,4198,9187,6,16,-1,0,0,0,-84,1
24,4632,9527,6,17,-1,0,0,0,-84,1
25,5006,9889,5,17,-1,0,0,0,-82,1
26,4383,11086,6,20,-1,0,-2,0,-95,1
27,5285,11685,8,20,-1,0,-1,0,-79,1
28,6777,13856,8,22,-1,0,1,0,-64,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,-131,47,0,0,0,0,0,0,-3,0
3,60,513,1,0,0,0,0,0,1,0
4,207,843,2,0,0,0,0,0,2,0
5,243,607,1,0,0,0,0,0,1,0
6,546,904,2,0,0,0,0,0,5,0
7,-229,516,2,-1,0,0,0,0,-11,0
8,501,786,1,0,0,0,0,0,-4,0
9,965,614,-1,1,0,0,0,0,-9,0
10,1317,1580,2,2,0,0,0,0,-4,0
11,1726,1443,1,2,0,0,0,0,-10,0
12,2573,1717,2,2,-1,0,1,0,-5,0
13,3235,971,1,2,-1,0,2,0,-12,0
14,3052,795,2,2,-1,0,2,0,-17,0
15,3443,950,2,2,-1,0,3,0,-5,0
16,3060,1186,2,1,-1,0,3,0,1,0
17,3004,270,0,1,-2,0,3,0,-17,0
18,4647,2040,1,3,-2,0,3,0,-5,0
19,6164,4616,3,6,-2,0,3,0,6,0
20,6241,4494,5,6,-2,0,3,0,10,0
21,2408,76,2,2,-2,0,3,0,-17,0
22,1826,-352,-2,2,-2,0,2,0,-20,0
23,-501,-6872,-4,-1,-3,0,1,0,-37,0
24,394,-4909,-3,0,-3,0,1,0,-19,0
25,-1835,-8465,-6,-4,-3,0,1,0,-37,0
26,-2620,-12085,-7,-4,-3,-1,1,0,-47,0
27,-4389,-16018,-10,-9,-3,-1,1,0,-52,0
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,33,-70,0,0,0,0,0,0,1,1
3,18,-251,0,0,0,0,0,0,2,1
4,169,165,0,0,0,0,0,0,14,1
5,-697,-25,-1,-2,0,0,0,0,19,1
6,-779,-639,-1,-2,0,0,0,0,18,1
7,-249,15,1,-1,1,0,0,0,20,1
8,-100,393,1,-1,1,0,0,0,20,1
9,1119,1083,1,1,1,0,0,0,28,1
10,681,274,-1,1,1,0,0,0,21,1
11,1238,1010,2,2,1,0,0,0,32,1
12,1176,946,-1,2,1,0,0,0,33,1
13,1206,1010,2,2,2,0,0,0,37,1
14,1131,1386,1,1,2,0,0,0,46,1
15,3657,3800,3,5,2,0,1,0,53,1
16,4844,5094,4,6,2,0,2,0,58,1
17,4120,5345,4,5,2,0,3,0,68,1
18,2487,3865,2,4,2,0,2,0,53,1
19,2395,5096,4,5,3,0,1,0,56,1
20,2408,4938,3,5,3,0,1,0,56,1
21,5050,7790,4,8,3,0,2,0,63,1
22,6369,12793,8,10,3,0,2,0,78,1
23,6418,12055,7,10,3,0,3,0,62,1
24,6240,13395,9,13,3,0,2,0,61,1
25,8056,15960,11,17,4,0,3,0,84,1
26,9944,17960,12,18,4,0,6,1,101,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,40,-60,0,0,0,0,0,0,1,0
3,69,96,0,0,0,0,0,0,10,0
4,264,-516,0,1,0,0,0,0,4,0
5,-380,-1072,-2,0,0,0,0,0,-9,0
6,-2138,-1237,-4,-3,0,0,0,0,-14,0
7,-2133,-1100,-1,-3,0,0,0,0,-11,0
8,-2019,-968,-1,-3,0,0,0,0,-9,0
9,-1806,-1034,-3,-3,0,0,0,0,-14,0
10,-1340,-201,1,-2,0,0,0,0,-9,0
11,-494,72,-1,0,0,0,0,0,-14,0
12,13,-68,1,2,-1,0,0,0,-33,0
13,-625,-539,-2,0,-1,0,0,0,-35,0
14,-2108,-1459,-1,-2,-1,0,0,0,-42,0
15,-2717,-2339,-2,-3,-1,0,0,0,-40,0
16,-4558,-3198,-2,-4,-1,0,-2,0,-39,0
17,-2980,-2696,-2,-2,-1,0,-1,0,-51,0
18,-3126,-2349,-2,-2,0,0,-1,0,-55,0
19,-4492,-3331,-3,-5,0,0,-1,0,-39,0
20,-4752,-4688,-3,-5,0,0,-1,0,-47,0
21,-4878,-4869,-4,-5,0,0,-1,0,-49,0
22,-8794,-10081,-7,-9,0,0,-2,0,-87,0
23,-7273,-7952,-5,-7,0,0,-2,0,-81,0
24,-9293,-9968,-6,-10,1,0,-2,0,-82,0
25,-11362,-11881,-6,-11,1,0,-3,0,-105,0
26,-13168,-12958,-6,-13,1,0,-3,0,-119,0
27,-15686,-15671,-10,-16,1,0,-4,-1,-137,0
28,-16270,-15791,-10,-16,1,0,-6,-1,-139,0
0,0,0,0,0,0,0,0,0,0,1
1,25,0,0,0,0,0,0,0,1,1
2,2,-20,0,0,0,0,0,0,0,1
3,-610,-186,0,-1,0,0,0,0,-11,1
4,-548,-132,-1,-1,0,0,0,0,0,1
5,-626,-287,-2,-1,0,0,0,0,-5,1
6,-742,-758,-2,-1,0,0,0,0,-17,1
7,-393,8,0,-1,0,0,0,0,-9,1
8,-904,-525,-2,-2,0,0,0,0,-11,1
9,-1550,-774,-1,-2,0,0,0,0,-19,1
10,-1277,-431,-1,-2,-1,0,0,0,-18,1
11,-2230,-64,-1,-3,-1,0,0,0,-10,1
12,-2715,-775,-1,-3,-1,0,-1,0,-32,1
13,-4081,-1881,-2,-5,-1,0,-2,0,-33,1
14,-5253,-4462,-4,-6,-1,0,-3,0,-72,1
15,-4283,-3516,-2,-5,-1,0,-3,0,-60,1
16,-5907,-4868,-4,-7,-1,0,-4,0,-69,1
17,-5055,-4947,-4,-7,-2,0,-4,0,-79,1
18,-4831,-4964,-3,-6,-2,0,-5,0,-86,1
19,-3654,-3407,-2,-5,-2,0,-5,0,-86,1
20,-4391,-5665,-4,-8,-2,0,-5,-1,-92,1
21,-2355,-3815,-4,-6,-2,0,-5,-1,-90,1
22,-1815,-29,1,-6,-2,0,-6,-1,-74,1
23,-1728,61,-1,-7,-2,0,-6,-1,-60,1
24,36,3397,2,-4,-1,0,-6,-1,-42,1
25,-158,2872,3,-4,-1,0,-6,-1,-55,1
26,-327,2156,2,-5,-1,0,-6,-1,-55,1
27,-260,2387,2,-4,-1,0,-6,-1,-68,1
28,561,4484,4,-3,-1,0,-6,-1,-50,1
29,2824,7868,4,-2,-1,1,-6,-1,-45,1
30,3546,7300,6,-2,-2,1,-5,-1,-47,1
31,3287,6529,4,-2,-2,1,-5,-1,-53,1
32,5897,8640,4,0,-2,1,-3,-1,-51,1
33,6931,9018,6,1,-2,1,-2,-1,-57,1
34,8094,10447,5,2,-2,1,-2,-1,-41,1
35,8925,13474,5,5,-2,1,-2,-1,-39,1
0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1
2,50,233,0,0,0,0,0,0,2,1
3,77,49,0,0,0,0,0,0,6,1
4,494,59,0,1,0,0,0,0,5,1
5,1152,929,1,2,0,0,0,0,13,1
6,996,569,2,2,0,0,0,0,7,1
7,2014,1154,0,4,0,0,0,0,17,1
8,2040,764,1,4,0,0,0,0,14,1
9,1338,-59,0,2,-1,0,0,0,9,1
10,2621,808,1,4,-1,0,0,0,13,1
11,2608,801,1,4,-1,0,0,0,9,1
12,3789,1420,2,6,-1,0,0,0,13,1
13,3731,1782,0,6,-1,0,0,0,10,1
14,3475,1440,2,6,-1,0,0,0,6,1
15,3999,2832,2,7,-1,0,0,0,19,1
16,4957,2836,3,8,-1,0,2,0,16,1
17,4435,2349,3,8,0,0,2,0,-2,1
18,4505,2337,2,7,0,0,3,0,-4,1
19,4654,3816,4,8,0,0,2,0,-4,1
20,4833,1703,1,8,0,0,3,0,-33,1
21,5313,1694,2,8,0,0,3,0,-19,1
22,5450,4659,5,10,0,0,2,0,-31,1
23,2654,2158,1,8,1,0,1,0,-44,1
24,1325,1558,1,7,1,0,0,0,-41,1
25,903,294,-1,7,1,0,0,0,-68,1
26,-3385,-7859,-5,3,1,-1,0,0,-95,1
27,-1222,-4082,-3,6,1,-1,-1,0,-86,1
28,-36,-2081,-1,7,2,-1,-1,0,-64,1
29,-67,-2258,-1,7,2,-1,-1,0,-71,1
30,1580,-35,-1,9,2,-1,0,1,-67,1
31,1323,-781,-1,9,2,-1,0,1,-80,1
32,2228,727,0,9,2,-1,0,1,-57,1
33,2438,822,0,9,3,-1,1,1,-61,1
34,3993,3006,1,12,3,-1,1,1,-69,1
35,4800,4497,2,13,3,-1,1,1,-65,1
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,2,297,1,0,0,0,0,0,0,0
3,-377,22,0,-1,0,0,0,0,3,0
4,116,229,0,0,0,0,0,0,4,0
5,394,-734,0,1,0,0,0,0,-10,0
6,515,-271,0,1,0,0,0,0,-3,0
7,440,-476,-1,1,1,0,0,0,-5,0
8,0,-1136,-2,1,1,0,0,0,-16,0
9,-653,-1216,-2,-1,1,0,0,0,-14,0
10,-467,-559,1,0,1,0,0,0,-13,0
11,-628,-685,-1,0,1,0,0,0,-26,0
12,-806,-1180,0,0,1,0,0,0,-43,0
13,-266,-1014,0,0,1,0,0,0,-41,0
14,-668,-969,-1,0,0,0,-1,0,-37,0
15,721,480,0,1,0,0,0,0,-23,0
16,-1032,-1395,-2,-1,0,0,-1,0,-34,0
17,-397,-2144,-2,-1,0,0,-1,0,-26,0
18,-365,-2425,-2,-1,0,0,-1,0,-25,0
19,203,-346,-1,2,0,0,-3,0,-26,0
20,-18,-2518,-3,0,-1,0,-3,0,-29,0
21,41,-5818,-4,0,-1,0,-2,0,-35,0
22,-18,-6201,-6,0,-1,0,-2,0,-40,0
23,2243,-3017,-2,4,-1,0,-2,0,-44,0
24,2491,-2755,-3,4,-1,0,-2,0,-39,0
25,3133,-1173,-2,4,-1,0,-2,0,-19,0
26,3595,-754,0,5,-1,0,-2,0,-26,0
27,5346,3453,3,6,-1,1,-2,0,-25,0
28,6905,4399,2,6,-2,1,0,0,0,0
29,7035,3026,1,6,-2,1,1,0,-33,0
30,4431,76,0,5,-2,1,-1,0,-65,0
31,3427,-1331,0,3,-2,1,-1,0,-55,0
32,629,-4124,-3,1,-2,1,-4,-1,-68,0
0,0,0,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,0,0
2,91,255,0,0,0,0,0,0,3,0
3,51,-72,0,0,0,0,0,0,1,0
4,-233,-578,0,-1,0,0,0,0,-3,0
5,-491,-910,-1,-1,0,0,0,0,-15,0
6,-452,-750,-2,-1,0,0,0,0,-14,0
7,-538,-470,0,-1,-1,0,0,0,-8,0
8,177,419,-1,0,-1,0,0,0,7,0
9,52,461,0,0,-1,0,0,0,1,0
10,-219,-407,0,0,-1,0,0,0,-20,0
11,-494,67,0,-1,-1,0,0,0,-12,0
12,-1066,-885,-1,-2,0,0,0,0,-19,0
13,-1677,-1182,-2,-3,0,0,0,0,-19,0
14,-1264,-1221,-1,-3,0,0,0,0,-12,0
15,-2181,-1164,0,-4,0,0,0,0,-8,0
16,-5017,-4024,-3,-7,0,0,-2,0,-27,0
17,-3327,-4301,-4,-8,0,0,-1,0,-26,0
18,-4081,-5722,-5,-9,0,0,-2,0,-33,0
19,-6062,-7674,-6,-12,-1,0,-3,0,-36,0
20,-4853,-6197,-5,-12,-1,0,-3,0,-39,0
21,-2273,-3835,-3,-8,-1,0,-2,0,-40,0
22,-3425,-2807,-2,-12,-1,0,-1,0,-51,0
23,-3586,-2966,-2,-12,-1,0,-1,0,-63,0
24,-4366,-3481,-1,-13,-1,0,-1,0,-65,0
25,-4770,-3763,-3,-15,-2,0,-1,0,-50,0
26,-7063,-8701,-6,-16,-2,-1,-1,0,-60,0
27,-6771,-5810,-3,-14,-2,-1,-3,-1,-40,0
28,-7204,-6616,-4,-14,-2,-1,-3,-1,-58,0
29,-6857,-4908,-3,-13,-2,-1,-4,-1,-43,0
30,-9675,-8343,-3,-17,-2,-1,-6,-1,-51,0
31,-9755,-8384,-4,-17,-2,-1,-6,-1,-53,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,29,70,0,0,0,0,0,0,5,0
3,198,276,-1,0,0,0,0,0,14,0
4,102,315,1,0,0,0,0,0,12,0
5,-863,-510,-2,-1,0,0,0,0,1,0
6,-724,349,1,-2,0,0,0,0,29,0
7,-1365,-318,1,-3,0,0,0,0,19,0
8,-1240,252,-1,-3,1,0,0,0,29,0
9,-1891,-332,-1,-4,1,0,0,0,15,0
10,-1437,332,1,-4,1,0,0,0,28,0
11,-1156,1011,0,-4,1,0,0,0,36,0
12,-1028,908,0,-4,1,0,0,0,27,0
13,-987,349,0,-4,1,0,0,0,22,0
14,-1366,412,1,-5,1,0,0,0,20,0
15,-2560,-1032,0,-6,0,0,-1,0,10,0
16,-1851,93,-2,-5,0,0,-1,0,17,0
17,-1862,330,1,-5,0,0,-1,0,13,0
18,-1670,995,1,-5,0,0,-1,0,24,0
19,-2133,885,1,-6,0,0,-1,0,23,0
20,-3324,-2166,-1,-7,0,0,-2,0,12,0
21,-4573,-4455,-4,-10,-1,0,-2,0,13,0
22,-4529,-5982,-5,-10,-1,0,-2,0,30,0
23,-4200,-6074,-6,-11,-1,0,-1,0,35,0
24,-4251,-6110,-4,-11,-1,0,-1,0,36,0
25,-7516,-8824,-6,-14,-1,0,-5,-1,25,0
26,-7516,-8824,-6,-14,-1,0,-5,-1,25,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,-262,335,-1,-1,0,0,0,0,6,0
3,253,385,1,0,0,0,0,0,10,0
4,603,90,1,1,0,0,0,0,-2,0
5,934,532,2,2,0,0,0,0,-4,0
6,1195,502,2,2,0,0,0,0,-4,0
7,1469,931,0,2,0,0,0,0,8,0
8,1031,656,1,2,0,0,0,0,0,0
9,1448,683,2,3,0,0,0,0,2,0
10,1533,687,-1,3,0,0,0,0,2,0
11,2872,1092,2,6,0,0,0,0,-3,0
12,1861,1338,0,4,0,0,0,0,16,0
13,1711,264,3,4,0,0,0,0,-5,0
14,1752,-27,0,3,1,0,1,0,-3,0
15,-108,-1870,-1,1,1,0,0,0,-26,0
16,814,-1093,0,3,1,0,0,0,-25,0
17,1549,-1013,-2,4,1,0,1,0,-38,0
18,1693,-509,1,4,1,0,0,0,-20,0
19,903,-1656,-1,3,1,0,0,0,-27,0
20,-197,-3877,-2,1,0,0,0,0,-37,0
21,-331,-7146,-6,0,0,0,0,0,-26,0
22,-156,-7966,-5,1,0,0,0,0,-50,0
23,185,-6549,-3,1,0,0,0,0,-35,0
24,1586,-4653,-1,4,0,0,0,1,-37,0
25,2408,-3576,-3,5,1,0,1,1,-42,0
26,1713,-3906,-1,5,1,0,1,1,-41,0
27,718,-5794,-3,4,1,0,1,1,-60,0
28,-1434,-9613,-5,3,1,-1,0,1,-43,0
29,-3421,-11821,-8,2,1,-1,-1,1,-77,0
30,-2970,-9303,-4,3,1,-1,-4,-1,-84,0
31,-2534,-7431,-5,3,2,-1,-4,-1,-63,0
32,-3141,-7169,-3,3,2,-1,-5,-1,-66,0
33,-976,-3239,-2,6,2,-1,-5,-2,-45,0
34,32,-861,0,6,2,-1,-5,-2,-20,0
35,-486,-2014,0,7,2,-2,-5,-3,4,0
36,-1109,-2026,0,7,2,-2,-5,-3,5,0
37,-2008,-1673,1,8,2,-2,-7,-4,-1,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,47,125,0,0,0,0,0,0,3,0
3,41,262,0,0,0,0,0,0,5,0
4,116,213,0,0,0,0,0,0,5,0
5,-83,-643,-1,0,0,0,0,0,-7,0
6,-358,-503,-1,-1,0,0,0,0,-2,0
7,-133,-295,-1,-1,0,0,0,0,6,0
8,38,-619,-1,0,0,0,0,0,-3,0
9,27,-129,1,0,0,0,0,0,10,0
10,-784,-716,-1,-2,0,0,0,0,12,0
11,-404,-1086,0,-1,0,0,0,0,3,0
12,-981,-983,-1,-2,0,0,-1,0,0,0
13,-1159,-1552,-1,-3,-1,0,-1,0,0,0
14,-1314,-2556,-1,-3,-1,0,-1,0,-25,0
15,-1211,-1122,-1,-2,-1,0,-2,0,-10,0
16,85,1148,2,-1,-1,0,-1,0,4,0
17,1520,1832,2,1,-1,0,0,0,-3,0
18,1405,2678,2,0,0,0,1,0,0,0
19,169,142,-1,-1,0,0,1,0,-24,0
20,308,165,0,-2,0,0,1,0,-9,0
21,-710,-3656,-4,-3,0,0,1,0,-30,0
22,-687,-4717,-3,-4,0,0,2,0,-34,0
23,-931,-5059,-3,-5,-1,0,2,0,-22,0
24,-719,-6168,-4,-5,-1,0,2,0,-35,0
25,1336,-2901,-4,-3,-1,0,2,0,-13,0
26,208,-4535,-3,-5,-1,0,2,0,-14,0
27,-2298,-9605,-5,-7,-1,-1,2,0,-17,0
28,-6063,-11938,-7,-8,-1,-1,-3,-2,-39,0
29,-5559,-10775,-7,-9,-2,-1,-3,-2,-14,0
30,-9194,-15833,-11,-12,-2,-1,-6,-3,-54,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
2,-228,-489,0,0,0,0,0,0,-11,0
3,698,136,1,2,0,0,0,0,-4,0
4,1395,944,1,3,0,0,0,0,16,0
5,1364,850,1,3,0,0,0,0,19,0
6,998,988,2,3,0,0,0,0,14,0
7,329,640,2,2,0,0,0,0,16,0
8,951,1141,0,3,0,0,0,0,30,0
9,1935,1645,3,5,0,0,0,0,25,0
10,2921,2578,2,7,0,0,0,0,37,0
11,1142,1777,1,4,-1,0,0,0,48,0
12,1633,2089,3,5,-1,0,0,0,39,0
13,2210,2038,0,6,-1,0,0,0,27,0
14,3695,4134,3,9,-1,0,0,0,33,0
15,4789,5456,5,9,-1,0,2,0,53,0
16,5529,6349,4,10,-1,0,2,0,66,0
17,5831,6981,4,10,-1,0,3,0,70,0
18,6436,9023,8,11,0,0,3,0,89,0
19,7255,9033,7,12,0,0,4,0,91,0
20,6209,7921,5,11,0,0,4,0,102,0
21,4641,1901,0,10,0,0,4,0,111,0
22,4794,2210,2,10,0,0,4,0,120,0
23,1122,-2766,-2,6,0,0,3,0,94,0
24,1073,-3061,-3,6,-1,0,3,0,94,0
